/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_4_WINTER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_2_SUMMER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_3_FALL.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_1_SPRING.mov
mode: ORB
video_frame,good_matches_1in0,all_matches_1in0,good_matches_2in0,all_matches_2in0,good_matches_3in0,all_matches_3in0
437,26,264,27,277,27,276
438,27,273,27,273,27,271
439,26,263,27,273,26,269
440,27,279,26,262,28,283
441,27,273,26,263,27,271
442,26,267,26,269,26,262
443,25,258,28,284,26,260
444,26,262,26,269,26,267
445,25,257,26,265,26,269
446,24,248,27,272,27,279
447,26,263,26,267,27,278
448,25,255,26,262,28,280
449,25,259,26,268,26,265
450,25,255,26,262,27,278
451,26,261,24,249,26,269
452,25,255,27,272,27,270
453,25,258,25,251,26,267
454,26,268,26,262,26,261
455,26,269,24,249,25,258
456,25,252,25,259,25,256
457,26,265,25,255,26,268
458,25,259,25,254,25,254
459,25,259,26,264,26,266
460,27,276,26,262,27,270
461,26,267,27,277,27,276
462,27,276,26,260,26,269
463,26,268,25,254,27,275
464,25,251,25,250,25,256
465,26,265,27,274,25,250
466,27,272,23,237,25,256
467,24,242,21,217,26,264
468,26,265,24,242,25,255
469,25,255,24,241,26,261
470,26,262,26,264,25,258
471,23,239,23,232,25,259
472,25,256,25,258,26,265
473,25,254,23,235,24,245
474,23,239,24,245,26,260
475,24,247,25,251,26,261
476,25,255,24,249,26,264
477,23,237,24,244,26,261
478,25,253,24,245,25,251
479,25,257,24,242,26,264
480,25,250,24,246,26,268
481,25,254,23,231,26,266
482,24,246,25,251,25,253
483,26,260,23,232,25,256
484,24,245,24,245,27,276
485,24,244,24,247,25,259
486,24,243,23,236,27,270
487,24,242,24,241,26,262
488,25,251,24,248,25,257
489,25,250,23,238,25,259
490,24,248,25,252,26,264
491,25,252,24,249,27,270
492,24,247,26,265,26,261
493,24,248,25,250,26,265
494,25,255,27,272,25,254
495,25,258,26,261,25,250
